web-scraper-order,web-scraper-start-url,home_page,home_page-href,reviews
"1666819288-18","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","2021 release. Bottle to tumbler.



Look: Jet black with with lots of tiny floaters looking like golden stardust. No head. No lacing.



Smell: Malty, sweet and boozy. Clear notes of rye, molasses and coffee.



Taste: The rye is very present with the molasses adding sweetness, the coffee bitterness. Dark chocolate is there, malty and woody hints as well. The boozy barrel notes keep everything together very nicely. 



Feel: Full and thick. Rather creamy than syrupy. Very low carbonation.



Overall: At first, the combination of rye, molasses and coffee didn't sound too promising to me as I'm not a big fan of any of the three flavors in my stouts. However, in this case every single one of them adds to a perfectly balanced taste which, together with the creamy mouthfeel, results in a fantastic beer."
"1666819288-19","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","2021 release - batch 5. 13.3% ABV. Poured from a 500mL bottle into a snifter.



Clear (?) seal brown liquid with a faint tan collar. Vague sheen of tears; no head development. 



Rich, balanced aromas of coffee, roast malt, chocolate covered cherries, faint pipe tobacco, and molasses; perhaps an earthy hop note at times. 



Unctuous palate entry suffused with all the flavors from the nose, dialed up. Bittersweet chocolate, bright stone fruit/berry notes, leading to layers of cocoa, loam, treacle, and toasted brown sugar. Malt exhibits moderate roast qualities, but more forward character comes from the coffee and barrel. No char. Low bitterness. Medium-dry finish. Decent complexity, but more focus on balance and smoothness I think.



Oily, rich, medium-full body with dangerously disguised alcohol. 



Excellent example of the style, although, perhaps, the base beer is a touch subdued. Maybe not the best value, but I won't dock any points for that..."
"1666819288-20","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Midnight black oily pour with a brown head. The nose is essentially a perfect ba coffee stout nose, and thus elevated the overall score a bit: huge and full coffee with tones of bean and grounds plus earth, bittersweet dark chocolate, rye, dried date, plus huge rich barrel notes with an emphasis on the molasses and vanillin laiden bourbon, wow. Taste has brighter complexion with semi-sweet chocolate, raisin, and barrel is not as powerful, loses the rye and some earth tones, but still excellent. Feel is chewy yet medium bodied, good barrel with the warmth in particular, but coffee is the clear star with roast and percolation for days. Overall just a little shy of being one of the greats, but the smell is there"
"1666819288-21","https://www.beeradvocate.com/beer/top-rated/","Red Eye November","https://www.beeradvocate.com/beer/profile/33824/201187/","Pours a deep black color with a light brown colored head that leaves a little lacing down the glass. Smells of the deep roasted malt base, sweet molasses, and a nice blast of earthy coffee at the end. Tastes of sweet molasses, coffee, toffee, a hint of spicy rye at the end. Thick, smooth, perfect amount of carbonation, excellent feeling and excellent beer!"
"1666819290-22","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","Blend #61, 2020/2021 season. Absolutely phenomenal. An all-night sipper. The depth and intensity of the cherries is absolutely amazing. Rivals the Lou Pepe Kriek for the best Kriek I’ve ever had."
"1666819290-23","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","2019."
"1666819290-24","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","2022-07-16

750ml corked/caged bottle served in a tulip. Bottling date 08/26/2020. Bought it earlier today at Chuck's Hop Shop Seward Park. It was expensive.



Pours a dark purplish red with a small to nonexistent head -- a thin white ring around the glass, with sparse carbonation. Fairly hazy. Smell is rich berry jam and oaky acid tartness.



Taste is similar -- rich berry jam, more on the oak and less on the acid, almost a funk to it, and something that hints at a butteriness, not diacetyl, but something that just makes it seem fuller and richer. Moderate fruit skin bitterness characteristic.



Mouthfeel is medium bodied, very dry. Overall, this is a very good beer."
"1666819290-25","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","750ml brown bottle, caged and corked. Label has bottling date of '08/26/2020', with best before date of '10/26/2040'.



Notes on label: ""For this Schaarbeekse Kriek, we macerated locally grown and manually harvested sour cherries for almost fourteen months in wooden barrels, with both one-year and two-year old lambik. The final fruit intensity is about 318 grams of Schaarbeekse per litre of finished Schaarbeekse Kriek. The average age of this beer upon release will be at least two-and-a-half years.""



Clear, cherry red colored body. Fizzy head quickly disappeared. No lacing.

Aroma is cherry, funk and oak. Funk is more leather and tobacco like. Indications of sourness but the oak gives off an old wood fibe.

Taste is quite sour, each sip leaves the mouth dry. There is a sour cherry flavor that still gives off a brief hint of fruit sweetness. At this time the funk flavor is showing less than what is in the nose, but remains in the leather and tobacco expression. Has quite a bit of oak tannins, especially on the exhale of the breath and in the released air from the stomach.

Medium mouth feel. Good carbonation.

Very good fruited lambic, although could likely increase more complexity and funk expression with bottle aging."
"1666819290-26","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","Bottle, at Plan B, Copenhagen. Beautiful red colour, pink head. Delightful cherry aroma. Sour cherry flavour on a funky background. A very good kriek lambic."
"1666819290-27","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","Lci 



Great cherry character throughout. Have another bottle and will update my review when that gets cracked"
"1666819290-28","https://www.beeradvocate.com/beer/top-rated/","Schaarbeekse Kriek","https://www.beeradvocate.com/beer/profile/2216/17647/","Bottled date 07/08/19 Assemblage 99 Quite simply wonderful. I don’t have words to describe properly but every aspect of this is brilliant"
"1666819292-29","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","Pours a pitch-black coloration with a tiny, fizzy head that immediately fades to nothing. Smells of roasted, caramel malt, with a strong vanilla and chocolate notes, as well as some maple syrup and bourbon, with hints of licorice and oak, but no trace of coffee. Taste is a good balance of roasted, caramel malt and a strong vanilla and chocolate, as well as smooth bourbon presence, with lighter notes of maple syrup and just a hint of licorice, tobacco, coffee and charred oak. Finishes bittersweet, with a light sweetness and some vanilla, chcocolate, bourbon and oak lingering in the aftertaste. Full, creamy mouthfee with a rich body and light carbonation.



While I was slightly disappointed by the lack of a really vibrant coffee note here, I very much do like the strong, yet smooth, bourbon presence though, warming but not overly boozy for the ABV, as well as the intense chocolate, vanilla and maple syrup notes that never become too cloyingly sweet, being balanced well against some roasted malts and earthy notes of licorice and charred oak. While I will admit that this is last year's vintage, I've had other coffee stouts at a year or more old that had WAY more coffee left in them, but perhaps a very chocolate-forward coffee was used here, as this feels almost more like a chocolate than a coffee stout to me. Body and mouthfeel really are incredible here though, very rich and creamy."
"1666819292-30","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","2022 on tap. Weller barrels. Dark brown color, nearing black.



Is it a bit thinner for a ba stout? Sure. Does it have a ton of flavor, yes. The maple and coffee blend together for an awesome breakfast flavor. Sweet, not overly roasted. Vanilla and chocolate cake mixed in. Nice warming bourbon all throughout. This was a big surprise. I know it’s rated well, but just didn’t expect so much balanced flavors and drinkability. Big fan here."
"1666819292-31","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","Tar black body; very fizzy carbonation; thin, patchy, brown head. Rich, roasted and charred grain aroma; heavy chocolate presence; cocoa. Immense dark malt sweetness greets the palate; milk chocolate; coffee and caffeine; bourbon tones bleed midway through the malt sweetness and linger through the finish. Heavy body; dense, sticky residual sugars; huge alcohol warmth permeates through the density.



The initial appearance makes you think this is just another heavy-duty barrel-aged imperial stout. Distinction begins with the aroma, announces itself with the taste, and is undeniable with the incredible mouthfeel. An amazing stout!



Pouring temperature: 43 °F; bottling info: 2021 Vintage"
"1666819292-32","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","Brief Review:



O: First Transient review for me I believe. Never really got into these guys as I'm more old school. But they're really making a name for themselves with the -uckley series with 2 of them in the Top 250 now. Most recent 2021 edition here, haven't seen 2022's yet. This one comes a bit hot for me. Little boozy and tingly on the tongue. Aroma is a little suppressed. Reminds me a bit of Vanilla Noir from Prairie if it had some maple syrup in it. Otherwise the pour and mouthfeel are nice and slick, which is impressive. It's a darn good beer, not gonna lie, but maybe not world-class for me right now. 



Recommendation: Decent offering from Transient here. They make a ton of BA stuff with lots of variants, so hard to get anything to stand out."
"1666819292-33","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","2020 version. No carbination. Very thicc. Nice feel with a light alcohol burn on the back end. Very well done brew."
"1666819292-34","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","A beer that is somehow powerful yet subtle at the same time. Mild dark tan lacing. Scents of coffee, vanilla, and bourbon, mild maple syrup notes. Taste delivers all of those flavors, with a stronger maple presence. Big bodied, a bit syrupy and thick, but not oily, a pleasant booze burn on the back end. Damn good."
"1666819292-35","https://www.beeradvocate.com/beer/top-rated/","Kentuckley","https://www.beeradvocate.com/beer/profile/34258/237135/","Bottle courtesy of JohnnyHops"
"1666819294-36","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","#133, yummy!"
"1666819294-37","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","Black, a light behind it could not shine through, small head that faded to a ring. Smell of raspberry and chocolate. Tasted rich consistent to the smell, perfect for warming up with in cold weather. A little tart while holding in the mouth. Overall a nice drink for a cold Pennsylvania evening"
"1666819294-38","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","L: Brown/black motor oil.

S: Musty chocolate.

T: Strong lush raspberry with a light bretty body and solid dark chocolate finish. 

F: Chocolate raspberry.

O: A unique and simple raspberry with chocolate finish."
"1666819294-39","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","Raspberry tootsie pop."
"1666819294-40","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","2021 Release



Appearance: Very dark brown bordering on black with purple undertones. The beer has a modest sized dark beige head, that also has some purple undertones which faded fairly quickly to a nice ring. Nice looking Imperial Stout and the purple undertones are a nice touch..



Smell: Prominent raspberries, moderate Bourbon aromas and brown sugar aromas, and mild roasted malts/coffee aromas. The beer has a good nose featuring the raspberries.



Taste: The palate features raspberries, moderate bourbon notes, modest chocolate and roasted malt notes. The taste profile is nicely balanced and while the raspberries are very apparent all the flavor elements work well together. The beer starts off fairly sweet but dries up a bit. The beer has a mild alcohol presence for the listed 14.56% ABV.



Mouth-feel: On the heavy side of medium bodied with a moderate level of carbonation that results in a nice mouthfeel for this beer.



Overall: Another well done Bottle Logic stout. The taste profile nicely balances all the flavor elements resulting in a very cohesive taste profile. Very nice."
"1666819294-41","https://www.beeradvocate.com/beer/top-rated/","Jam The Radar","https://www.beeradvocate.com/beer/profile/33824/221356/","Look - fantastic black with a great tan head

Smell - chocolate raspberry and roasty malts

Taste - easy on the raspberry with some nice chocolate and roasty malts and nice barrel

Feel - medium full body syrupy almost not carb

Overall - pretty tasty"
"1666819297-42","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Apparently I was so faded I forgot to review or even rate this somehow. Super late for any kind of real review but I really liked this one. Idk if I was a hater towards the OG or of I liked this one that much more but I probably need to revist the OG. I do distinctly remember this being fire though"
"1666819297-43","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Poured black and viscous - topped with an impressive (considering the ABV) brown head that reached a good 2 inches over the liquid. The lacing was just as impressive; it remained in the glass long after I finished.

The aroma, while mild to my chemically damaged nose (Invest in a decent respirator people!) still got through some dark fruits (plums, raisins) and bourbon. Hmm, smells pretty good.

Taste followed, along with some coffee; both in the warmth of the initial sip and the bitterness of an overly roasted bean. Interesting!

The feel was also very good; viscous enough for the ABV but not chewy- just nice, smooth sipping.

OA, this is a very good BA stout, and I'm a bit perplexed by it's sub top 100 in stouts ranking, but I suspect that means I just need to try more stouts.

Also, in my opinion alone, I believe the non BA version to taste a little better. I have to have them side by side to verify."
"1666819297-44","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Pours out like used motor oil; pitch black, capped with a creamy light brown head. Great retention and lacing that belies its abv. Like chocolate syrup with a toasted marshmallow on top.



I'm not picking up much aroma this time. Maybe it's too cold? I get molasses, dark chocolate, espresso, and bourbon for sure, though.



The flavor is dominated by rich dark chocolate, baking cocoa powder, espresso, bourbon, some butterscotch and caramel sweetness, tobacco, vanilla, oak, leather, and a hint of smoke. Coffee and earthy bitterness lingers, tamed by hints of bourbon sweetness.



The mouthfeel is thick, rich, oily, and fudgy. Ample carbonation prevents it from being too sludgy.



This is a wonderful BBA stout. Rich in flavor, doesn't detract from the flawless base beer."
"1666819297-45","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","As an erstwhile Colorado native I proclaim this to be an excellent bourbon barrel aged stout. Personally I like the regular Ten Fiddy better, which I admit is strange. But that said, Oskar Blues did a fantastic job finding the right blend of bourbon barrels to impart a variety of interesting, well balanced nuances to the base stout. The oak and vanilla from the barrels are prominent but not overwhelming. There is a nice, burnt, candied sugar flavor, then the undertones of espresso and chocolate malts. Really quite fantastic overall."
"1666819297-46","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Poured black with a dark tan head that hung around for a while.



Tastes of rich, dark roasted malts, thick creamy dark chocolate, leather, plum, raisins, barrel and a tad of alcohol. A nice one."
"1666819297-47","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Appearance: Black as you can get. Brown colored head that quickly settled into a thin ring.



Smell: Vanilla, brown sugar, match light charcoal, dates, dark chocolate, sweet booze. Maybe some coffee too.



Taste: Raisins, brown sugar, coffee, a little bit of wood, good amount of bitterness. Vanilla peaks through here and there.



Feel: Full bodied, not a whole lot of carbonation. Oily. Alcohol warmth is gentle.



Overall: A nice stout. Nothing fancy."
"1666819297-48","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Bought a single 12oz can $5.99 Village Bottle Shop

38 days old

Smell of dark chocolate, then bourbon

Dark black color

Heavy thick creamy mouthfeel

Medium-light carbonation

Taste of dark chocolate, bourbon, figs, vanilla

Overall a great sipper."
"1666819297-49","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","A great barrel aged imperial stout. It has smooth and thick feel, but the fizzy carbonation may be a little much. The taste holds strong and lingers awhile. There is a slight bitter back end to the flavor that brings it down a little for me. Overall, a great beer."
"1666819297-50","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Massive terps. Will be buying the remaining ones from my local liquor store"
"1666819297-51","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","Light rain while out in The 'Zebo on a pleasant Saturday eve.... going to jump into two 12oz cans.... Both canned 18NOV20.... 



The brew has been duly snifterized.... It's an oily, opaque black, with an attractive, rocky, dark mocha head. Lacing is solid all around the glass. Bourbon notes are the first things to hit the olfactories.... also present is Bosco-like choco, caramel and molasses, plus bourbon in the background. Mmmm... It's fairly smooth, though a bit less hefty in the body category, imo. I like my stouts full and chewy.



Taste mimics the aroma, with rich choco, vanilla, caramel/toffee, molasses, and hints of raisins and prunes. Again, lurking in the shadows is a pleasant layer of bourbon. A very nice brew, all around. Cheers!!



4.23/5 rDev -5.6%

look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25



2299"
"1666819297-52","https://www.beeradvocate.com/beer/top-rated/","Ten FIDY - Bourbon Barrel Aged","https://www.beeradvocate.com/beer/profile/2681/189272/","This one was a jet black color with a fluffy brown head. The aroma was chocolate with toffee and bourbon. The taste had chocolate with some caramel, oak, and then a nice bourbon flavor. Nice creamy mouth feel. Very nice."
"1666819299-53","https://www.beeradvocate.com/beer/top-rated/","Trappist Westvleteren 8 (VIII)","https://www.beeradvocate.com/beer/profile/313/857/","brown-red, foamy, long lasting. dark fruits, cherry, raisins.



typical belgian yeast. also sherry/port wine tastes. creamy/smooth, some acidity. 

some spices. 

some bitterness in the finish.



overall: many similarities to westy 12, but a bit more toned down, less sweet."
"1666819299-54","https://www.beeradvocate.com/beer/top-rated/","Trappist Westvleteren 8 (VIII)","https://www.beeradvocate.com/beer/profile/313/857/","Pours a firm burgundy color with a little haze to the transparency. A little protein build up floats in the glass. The first 3/4 of the bottle was poured into the glass for this review, with more sediment in the final quarter. Head is three fingers of off-white foam, which retains well. Aroma is sticky caramel, toffee, raisins, and bread pudding. A little yeast spice counters the initial sugary notes, with bready, caramely, light earthy malts firming up the whole thing. Clove adds a bit of herbal bite to the mid-section. Flavor profile is raisins, toffee, molasses, cinnamon, and almonds. Spicy yeast esters work well with bready, caramely, earthy malts to balance out the initial sugary notes, without smothering them out. In total, it has a hearty bread pudding taste without being over zealous in sweetness. Mouth feel is medium-thick with a soft, expansive effervescence that seems to feel bigger at the end than the start. This effect helps create a comforting, full feeling. Overall, some great malt and flavor undertones in both nose and taste. A comfortable blanket of a beer.



Served in a 15.5oz Spiegelau tulip from a 33cl bottle."
