,url,description,name,superhost,price per night,actual price,beds,rating,sp_url,location,unit rental details,number of guests,more description,amenities1,rental_data,all_amenities,image_urls,host_about
30,/rooms/744233007012303443?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Road's End Retreat. Private two Bedroom,Private room in Garberville,empty,empty,$75,2 queen beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Garberville, California, United States",Private room in guest suite hosted by Ann4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 private bath,4 guests · **__** · 2 bedrooms · **__** · 2 beds · **__** · 1 private bath**__**Joined in September 2022**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap**__**Privacy·**__**·Terms·**__**·Sitemap,"Relax with comfort and style on a quiet, secluded property. This property is located close to the Benbow Historic  Inn and Golf Course, about a 20 minute walk away. Visit the redwood forest just north or south on the 101 freeway. Enjoy festivals and swimming in the summer at one of my favorite  swimming holes that is close by . Visit Shelter Cove which has a beautiful coastline along with the best fish and chips.Lots of places to hike and bike ride .The spaceThere's a lot of surrounding nature, with a variety of birds , chirping in the morning.  We often see deer walking about. There is the beautiful Eel River that runs nearby, and we are surrounded by the Redwood Forest at either end. Come and enjoy our spacious country property . take walks, relax and commune with nature.",Garden view**__**Mountain view**__**Wifi**__**Free parking on premises**__**Pets allowed**__**Unavailable: Carbon monoxide alarmCarbon monoxide alarm**__**Unavailable: Smoke alarmSmoke alarm,Private room in guest suite hosted by Ann,[],"['https://a0.muscache.com/pictures/miso/Hosting-744233007012303443/original/08c06811-394f-4442-b386-7d5686ec9cf8.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-744233007012303443/original/b289b82b-8fde-4c1b-ba2c-4506a7f5aec0.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-744233007012303443/original/346c2aa6-5338-4084-853b-35988eb023c6.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-744233007012303443/original/3d88d038-981b-4be9-a138-f0dc74cda034.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-744233007012303443/original/31272f56-ed3d-4b7b-98f1-2f643ccc80fc.jpeg']",host data is not there
31,/rooms/630441383377168288?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,The Beach Barn ~ Designer Home with Ocean View!,Home in Whitethorn,empty,$249 ,empty,3 beds,5.0 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Kelly6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,6 guests · **__** · 2 bedrooms · **__** · 3 beds · **__** · 2 baths,empty,,,"['Scenic views\nSea view\nOcean view', 'Bathroom\nHair dryer\nCleaning products\nTerra Pure shampoo\nTerra Pure conditioner\nCitrus Lavender Goat Milk Soap body soap\nHot water', 'Bedroom and laundry\nFree washer – In unit\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nCotton linens\nExtra pillows and blankets\nRoom-darkening shades\nIron\nClothing storage: dresser and closet', 'Entertainment\n43"" HDTV with Netflix\nBooks and reading material', 'Family\nBoard games', 'Heating and cooling\nIndoor fireplace: electric\nPortable fans\nPortable heater', ""Home safety\nSecurity cameras on property\nThere is one exterior camera near the front door. There is a second exterior camera downstairs near the exterior doors. There is a third camera on the backside of the house to monitor the trash area. There is a motion-activated camera in my maid's closet but guests do not have access to this area.\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher"", 'Internet and office\nFast wifi – 137 Mbps\nVerified by speed test. Stream 4K videos and join video calls on multiple devices.\nDedicated workspace\nIn a room with a door', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nSamsung refrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nMini fridge\nFreezer\nDishwasher\nSamsung electric stove\nSamsung stainless steel oven\nHot water kettle\nCoffee maker: Keurig coffee machine\nWine glasses\nToaster\nBaking sheet\nBarbecue utensils\nGrill, charcoal, bamboo skewers/iron skewers, etc.\nCoffee\nDining table', 'Location features\nPublic or shared beach access\nGuests can enjoy a nearby beach', 'Outdoor\nPrivate patio or balcony\nPrivate backyard – Not fully fenced\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area\nBBQ grill: gas', 'Parking and facilities\nFree driveway parking on premises – 3 spaces', 'Services\nSelf check-in\nSmart lock', 'Not included\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Private entrance\nPrivate entrance']","['https://a0.muscache.com/pictures/miso/Hosting-630441383377168288/original/08b23ae8-6cda-45c1-9cab-9545c4d62634.png', 'https://a0.muscache.com/pictures/miso/Hosting-630441383377168288/original/e98f301f-2ecf-4f07-a048-75c932dcd77a.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-630441383377168288/original/24c0da97-1b9d-44b6-9dab-252c56a1457a.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-630441383377168288/original/391303c5-0700-4ccc-8c9d-d83e8ce567a8.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-630441383377168288/original/8f044db4-03d2-4c23-8418-d253c0777b95.jpeg']","Hosted by Kelly
Joined in August 2016
7 Reviews
Identity verified
Hello, we are Mike and Kelly! My husband is a general contractor and has a talent for turning distressed properties into beautiful homes. I am a realtor in the Wheatland, CA area a… read more
During your stay
Just let me know what your needs are!
Language: English
Response rate: 100%
Response time: within an hour
Contact Host
To protect your payment, never transfer money or communicate outside of the Airbnb website or app."
32,/rooms/28069049?adults=1&children=0&infants=0&pets=0&check_in=2022-12-10&check_out=2022-12-15&previous_page_section_name=1000,Shelter Cove- WOW! What a view!!,Home in Shelter Cove,Superhost,$180 ,empty,2 queen beds,4.88 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Shelter Cove, California, United States",Entire home hosted by Celeste4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 bath,"Watch the whales pass by, the seals frolic or the storm roll in while breathing in that amazing Lost Coast air.  Enjoy a relaxing getaway in this newly renovated 1 bed, 1 bath oceanfront top floor space.  One large bedroom with 2 queen size beds. TV in the living room and bedroom with Amazon Fire Stick TV.  Walk to golf course, airstrip, restaurants & coffee. The bottom floor is an occasionally occupied office space (no foot traffic)from 9-5 .The spaceAlmost oceanfront with whales and seals in your front yard. Possibly the best fishing in California with Salmon, Halibut (California & Pacific), Ling Cod, Abundant Rock Fish, Abalone, Dungeness Crab, etc... An artists inspiration. Fly in fly out with the runway walking distance to the building. Golf course across the street.",Public or shared beach access**__**Kitchen**__**Wifi**__**Dedicated workspace**__**Free parking on premises**__**Pets allowed**__**TV**__**Washer**__**Free dryer – In unit**__**Bathtub,Entire home hosted by Celeste,"['Scenic views\nBeach view', 'Bathroom\nBathtub\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water\nShower gel', 'Bedroom and laundry\nWasher\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nRoom-darkening shades\nClothing storage: dresser and closet', 'Entertainment\nEthernet connection\nTV\nBooks and reading material', 'Family\nBoard games', 'Heating and cooling\nCeiling fan\nHeating', 'Home safety\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher', 'Internet and office\nWifi\nDedicated workspace\nIn a common space with an ergonomic chair', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nStove\nOven\nHot water kettle\nCoffee maker: drip coffee maker, Keurig coffee machine\nWine glasses\nToaster\nBaking sheet\nBarbecue utensils\nGrill, charcoal, bamboo skewers/iron skewers, etc.\nDining table', 'Location features\nPublic or shared beach access\nGuests can enjoy a nearby beach\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nOutdoor furniture\nBBQ grill: charcoal', 'Parking and facilities\nFree parking on premises\nFree street parking\nSingle level home\nNo stairs in home', 'Services\nPets allowed\nAssistance animals are always allowed\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox\nCleaning available during stay', 'Not included\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Hair dryer\nHair dryer']","['https://a0.muscache.com/pictures/7e6837d7-5f51-4c68-a471-6aae70b71d4f.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-28069049/original/9d5e5745-3c69-4124-b0d7-7fbcd29c3d2f.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-28069049/original/eac86390-572d-41b1-914b-0a2945dca2a2.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-28069049/original/cb89e77b-e153-40ba-946d-47824bd31f55.jpeg', 'https://a0.muscache.com/pictures/4f8b53e2-add5-4e3b-9e1a-c272c4b86891.jpg']",host data is not there
33,/rooms/754347819319952757?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Private charming So Hum bungalow near Redwoods,Guesthouse in Miranda,empty,empty,$149,1 bed,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Miranda, California, United States",Entire guesthouse hosted by Rachael2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,2 guests · **__** · 1 bedroom · **__** · 1 bed · **__** · 1 bath,empty,,,[],[],host data is not there
34,/rooms/619092775941352009?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-08&previous_page_section_name=1000,Tranquil coastal-view getaway with world famous Lost Coast Trailhead,Home in Whitethorn,empty,empty,$263,3 queen beds,4.29 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Vacasa California8 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,8 guests · **__** · 3 bedrooms · **__** · 4 beds · **__** · 2 baths,"The spaceLost Coast HideawayIdeal for that next vacation to the heart of California's Lost Coast, this two-story getaway is a terrific option for those looking to hit the beaches or hike the trails! It is spacious, isolated, nestled in tall trees, and provides a serene escape from the modern world. Inside, discover a well-equipped kitchen, a dining table with plenty of seating for mealtimes or game nights, and two comfortably-furnished living areas. Outside, dine al fresco in the gazebo or check out the view from the upper balcony. You can often see deer, foxes, eagles, and a variety of other birds just looking out of the window. In the garage game room, you'll find a Ping-Pong table for when you're craving a little friendly competition.

Shelter Cove offers breathtaking natural beauty that only the most undeveloped parts of the California coastline can provide. It is a perfect place for those looking to walk the rugged shorelines, enjoy peaceful beaches like the Black Sands Beach, explore the rich tide pools next to the lighthouse, hike the Kings Range’s steep mountain trails, or simply relax in nature. For food, we recommend the delicious, locally caught fish at Mi Mochima or the Deli’s unforgettable fish and chips. Gyppo Ale Mill also offers locally brewed beer and a good variety of seasonal entrees. You may also get live Dungeness crabs and fish from local fishermen.

THINGS TO KNOW
Cell service and WiFi can be spotty due to the remote location.
Double sofa bed included.
Guests can enjoy the use of an electric fireplace in the upstairs living room, a Celestron telescope, two yoga mats, two bear cans, camping chairs, left-handed golf clubs, and fishing gear.
Two tri-fold six-inch twin floor mattresses are available for guest use.
TV streaming services require guest accounts to access.
4x4 vehicles are recommended.2 dog(s)  are welcome in this home. No other animals are allowed without specific Vacasa approval.Parking notes: There is free parking for 3 vehicles. Space in the driveway, small parking space parallel to the road, and a spare lot next to the house. The garage is not available for parking.  Damage waiver: The total cost of your reservation for this Property includes a damage waiver fee which covers you for up to $3,000 of accidental damage to the Property or its contents (such as furniture, fixtures, and appliances) as long as you report the incident to the host prior to checking out. More information can be found from the ""Additional rules"" on the checkout page.County permit number:EXEMPTCounty tax number:13557",Kitchen**__**Wifi**__**Dedicated workspace**__**Free parking on premises**__**Pets allowed**__**TV**__**Washer**__**Dryer**__**Bathtub**__**Patio or balcony,,[],[],host data is not there
35,/rooms/29032734?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Shelter Cove Ocean View--Aristotle's Retreat,Home in Whitethorn,Superhost,empty,$155,5 beds,4.91 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Robert10 guests ·  · 4 bedrooms ·  · 5 beds ·  · 2 baths,10 guests · **__** · 4 bedrooms · **__** · 5 beds · **__** · 2 baths,empty,,,"['Bathroom\nBathtub\nHair dryer\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water', 'Bedroom and laundry\nWasher\nDryer\nEssentials\nTowels, bed sheets, soap, and toilet paper\nHangers\nBed linens\nExtra pillows and blankets\nRoom-darkening shades\nIron\nClothing storage: dresser, closet, walk-in closet, and wardrobe', 'Entertainment\n55"" HDTV', 'Family\nChildren’s books and toys\nHigh chair\nChildren’s dinnerware\nBoard games', 'Heating and cooling\nPortable fans\nHeating', 'Home safety\nSmoke alarm\nCarbon monoxide alarm\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi\nDedicated workspace\nIn a room with a door', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nMicrowave\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nDishwasher\nStove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nBlender\nBarbecue utensils\nGrill, charcoal, bamboo skewers/iron skewers, etc.\nCoffee\nDining table', 'Location features\nPublic or shared beach access\nGuests can enjoy a nearby beach\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPatio or balcony\nBackyard\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area\nBBQ grill', 'Parking and facilities\nFree parking on premises\nFree street parking\nSingle level home\nNo stairs in home', 'Services\nPets allowed\nAssistance animals are always allowed\nLong term stays allowed\nAllow stay for 28 days or more', 'Not included\nUnavailable: Air conditioning\nAir conditioning']","['https://a0.muscache.com/pictures/8062b7b1-54e2-4122-ad3c-8a456c8c4ffc.jpg', 'https://a0.muscache.com/pictures/15bbbb17-7a8b-4fd3-9cd4-21bd8ba0474f.jpg', 'https://a0.muscache.com/pictures/82452815-f1d7-4175-868d-2c47130ab43a.jpg', 'https://a0.muscache.com/pictures/miso/Hosting-29032734/original/c07af058-3f97-4a62-9513-eeb80ae58a68.jpeg', 'https://a0.muscache.com/pictures/0900cd96-4c2f-4a7d-8b6c-e310f71bd551.jpg']",host data is not there
36,/rooms/772444687556032948?adults=1&children=0&infants=0&pets=0&check_in=2022-12-22&check_out=2022-12-28&previous_page_section_name=1000,"Delightful duplex, close to restaurants, beaches, golf and hiking trails!",Home in Whitethorn,empty,$193 ,empty,4 beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Vacasa California6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1.5 baths,6 guests · **__** · 2 bedrooms · **__** · 4 beds · **__** · 1.5 baths,"The spaceSteelhead CourtTranquility and adventure await you at this delightful townhouse style duplex apartment, only a short distance from the ocean, golf course and runway, perfect for an idyllic romantic getaway, family bonding or just to hang out. The well-equipped kitchen is perfect for preparing a home cooked meal served at the ample dining table or you can head over to one of the nearby eating establishments. The 2 upstairs bedrooms boast peek-a-boo ocean, runway and golf course views, and are furnished with Queen- and Twin-sized beds. The cozy living room has a 50” flat screen, smart TV, including Direct TV and WiFi internet. And a full sized washer and dryer are available for your convenience.

Enjoy the enchanting Lost Coast tucked away from the rat race of the world. Listen to the pounding surf and barking sea lions in the distance. Deer abound and you might even see an occasional fox scamper by. Close by restaurants, coffee shop, brewery / ale house, camp ground, art gallery, and market add to the convenient location. Enjoy hiking trails and nearby tide pools. And watch the sunset over the ocean from one of the close by little park areas that are perched on the ocean’s edge.

THINGS TO KNOW
This is a quiet neighborhood for someone seeking a retreat environment (absolutely no loud people or parties). 
 No dog(s) are welcome in this home. No other animals are allowed without specific Vacasa approval.Parking notes: There is free parking for 4 vehicles. Parking in driveway and at end of culdesac. Do not park in front of neighbor.County permit number:EXEMPTCounty tax number:013597",Kitchen**__**Wifi**__**Dedicated workspace**__**Free parking on premises**__**TV with standard cable**__**Washer**__**Dryer**__**Bathtub**__**Indoor fireplace**__**Hair dryer,Entire home hosted by Vacasa California,[],"['https://a0.muscache.com/pictures/prohost-api/Hosting-772444687556032948/original/779754e7-c36b-4eb5-a122-56dba74dbd33.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-772444687556032948/original/ccaeb956-5b56-4802-a87e-41d50e811157.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-772444687556032948/original/0bc07627-4d69-43da-9c61-804fb1fa3764.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-772444687556032948/original/9234e55b-e122-4150-a4ef-a2e66411a4a3.jpeg', 'https://a0.muscache.com/pictures/prohost-api/Hosting-772444687556032948/original/442c0b65-e96e-47bd-b392-dff9e113b600.jpeg']",host data is not there
37,/rooms/739364103471517856?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,Private one bedroom apartment in town,Guest suite in Garberville,empty,empty,$150,2 queen beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Garberville, California, United States",Entire guest suite hosted by Louis4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,4 guests · **__** · 1 bedroom · **__** · 2 beds · **__** · 1 bath,empty,,,[],"['https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/e3169998-7347-4fbc-b2ac-831140862b60.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/2aafb242-7150-47ad-9c8a-c8b85ae82a2d.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/209578f8-0955-4468-ab44-381cb0692471.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/3a9c85c7-8570-4c8f-b09b-18d83c631c83.jpeg', 'https://a0.muscache.com/pictures/miso/Hosting-739364103471517856/original/be52cdac-064d-4313-9896-097de0723950.jpeg']",host data is not there
38,/rooms/582048594574604683?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-10&previous_page_section_name=1000,"Up on the hills Cabin, spectacular views",Cabin in Garberville,Superhost,$145 ,empty,3 beds,4.90 ·,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Garberville, California, United States",Entire cabin hosted by Aida5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,5 guests · **__** · 2 bedrooms · **__** · 3 beds · **__** · 1 bath,"Situated on 40 acres hillside, our solar-powered off-grid cabin presents gorgeous views of King Range. Quite, private, and relaxing getaway will be memorable with birds, crickets, and frogs all around making themselves heard.The spaceThe Cabin is secluded on almost 40 acres in the coastal mountains on a beautiful hillside hidden behind old Oaks, with a middle-of-nowhere, up above the clouds appeal. It is around 7 miles out of Garberville, the last 1 ½ miles is on a private well-maintained dirt road. All wheel drive or SUV is recommended. Built in 70s and recently remodeled, the house offers a contemporary open-floor design, high ceilings and skylights for plenty of natural light. Downstairs includes a kitchen, dining area, living room, and two large decks. Upstairs there is two open rooms, one bedroom, and a loft each with queen beds.  The full kitchen includes granite counters, new cabinets and modern appliances: range, oven, full refrigerator/freezer. China set for eight, glassware, cups, silverware, pots, pans and utensils are available. There's plenty of counter prep space. The living room has amazing views, a wood stove fireplace, and an alcove. This open space is ideal for working, entertaining and relaxation.The bedroom presents a luxurious queen bed with very comfortable, high quality, medium-firm mattress. There's a dresser and a night stand. The second bedroom/loft has a queen bed with a medium/plush firmness mattress. Also, there is a dresser and a closet with plenty of shelving. The third spare twin bed is downstairs tucked in semi-private area. All beds have soft and luxurious fitted 300-thread count Brooklinen's Egyptian cotton sheets.The bathroom has old woods charm, custom made windows, the shower is in a claw foot tub fitted with a handheld shower head and requires some agility to get in and out. It is simple, with wood floors. Our water comes from a gravity fed spring and can have some natural sediments after the rain. For your convenience, there is a laundry room, and plenty off-street parking on our driveway.The cabin has a cat door!!!",Mountain view**__**River view**__**Kitchen**__**Wifi – 23 Mbps**__**Dedicated workspace**__**Free driveway parking on premises**__**Pets allowed**__**Security cameras on property**__**Unavailable: Carbon monoxide alarmCarbon monoxide alarm**__**Unavailable: Smoke alarmSmoke alarm,,"['Scenic views\nMountain view\nRiver view\nValley view', 'Bathroom\nBathtub\nCleaning products\nShampoo\nConditioner\nBody soap\nHot water\nShower gel', 'Bedroom and laundry\nFree washer – In unit\nFree dryer – In unit\nEssentials\nTowels, bed sheets, soap, and toilet paper\nBed linens\nCotton linens\nClothing storage: dresser and closet', 'Entertainment\nBooks and reading material', 'Heating and cooling\nIndoor fireplace\nPortable fans\nCentral heating', 'Home safety\nSecurity cameras on property\nWe have two outdoor security cameras facing driveway. It will be on during your stay.\nFire extinguisher\nFirst aid kit', 'Internet and office\nWifi – 23 Mbps\nVerified by speed test. Stream HD videos.\nDedicated workspace\nIn a common space', 'Kitchen and dining\nKitchen\nSpace where guests can cook their own meals\nRefrigerator\nCooking basics\nPots and pans, oil, salt and pepper\nDishes and silverware\nBowls, chopsticks, plates, cups, etc.\nFreezer\nGas stove\nOven\nHot water kettle\nCoffee maker: drip coffee maker\nWine glasses\nToaster\nBaking sheet\nDining table', 'Location features\nPrivate entrance\nSeparate street or building entrance', 'Outdoor\nPrivate patio or balcony\nPrivate backyard – Not fully fenced\nAn open space on the property usually covered in grass\nOutdoor furniture\nOutdoor dining area', 'Parking and facilities\nFree driveway parking on premises', 'Services\nPets allowed\nAssistance animals are always allowed\nLong term stays allowed\nAllow stay for 28 days or more\nSelf check-in\nLockbox', 'Not included\nUnavailable: TV\nTV\nUnavailable: Air conditioning\nAir conditioning\nUnavailable: Hair dryer\nHair dryer\nUnavailable: Smoke alarm\nSmoke alarm\nThis place may not have a smoke detector. Reach out to the host with any questions.\nUnavailable: Carbon monoxide alarm\nCarbon monoxide alarm\nThis place may not have a carbon monoxide detector. Reach out to the host with any questions.']",[],host data is not there
39,/rooms/747850412722137577?adults=1&children=0&infants=0&pets=0&check_in=2022-12-03&check_out=2022-12-09&previous_page_section_name=1000,Ocean view home in beautiful Shelter Cove Sleeps 6,Home in Whitethorn,Superhost,$225 ,empty,4 beds,empty,https://www.airbnb.com/s/Whitethorn--California--United-States/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&flexible_trip_lengths%5B%5D=one_week&price_filter_input_type=0&price_filter_num_nights=5&query=Whitethorn%2C%20CA&place_id=ChIJ7Xppbifm1FQRz8IqmNmzBq4&date_picker_type=calendar&source=structured_search_input_header&search_type=autocomplete_click&items_offset=20,"Whitethorn, California, United States",Entire home hosted by Kelly6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2.5 baths,6 guests · **__** · 2 bedrooms · **__** · 4 beds · **__** · 2.5 baths,empty,,Entire home hosted by Kelly,[],"['https://a0.muscache.com/pictures/3c0d7163-792c-4cdd-87ec-a63f280866a3.jpg', 'https://a0.muscache.com/pictures/dfb59c47-e4fe-4672-b4bd-ad004bc9bf6d.jpg', 'https://a0.muscache.com/pictures/f538206a-4c2d-44b9-ae33-be13e81f98df.jpg', 'https://a0.muscache.com/pictures/82de1034-5578-4094-8472-7c5fe0dcb397.jpg', 'https://a0.muscache.com/pictures/4b4c4ab2-79f6-4e7f-8fd5-9dfe98cf894b.jpg']",host data is not there
