,username,location,text
16,Cannaspire,"Philadelphia, PA","Measures to legalize recreational marijuana in Maryland and Missouri were successful in the 2022 midterm elections. Meanwhile, ballot initiatives to legalize recreational marijuana use were defeated by voters in Arkansas, North Dakota, and South Dakota. https://t.co/mXCMVex2V8"
17,MedicineCabLA,"Alexandria, Louisiana","The push to legalize marijuana for recreational use in deep-red states failed as voters in Arkansas, North Dakota and South Dakota rejected ballot measures on the issue. In Maryland and Missouri, voters approved legalization measures.

https://t.co/Zg8DAEUjkh https://t.co/HqLO5BHda4"
18,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Marijuana industry spent $23 M to bring the legalize petition to the ballot in Missouri/Arkansas – Newstalk KZRG 

JEFFERSON CITY, Mo. (AP) — The call went out from leaders in the medical marijuana https://t.co/xl7Y2ygVbd https://t.co/58N22bIqcc"
19,MMPconnection,,"#cannabiscommunity #marijuana #cannabis North Dakota, Arkansas voters say no to legalizing marijuana LITTLE ROCK, Ark. (AP) — Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved https://t.co/HD4M6e0W96 https://t.co/hEgjEFM1YA"
20,ClergyNDP,,"Measures to legalize adult-use recreational marijuana passed in Maryland and Missouri but were rejected in Arkansas, North Dakota, and South Dakota.

The two wins mean 21 states and D.C. have legalized cannabis for recreational use. 

https://t.co/sDWofCmBJm"
21,HopeRxLA,"Shreveport, LA","The push to legalize marijuana for recreational use in deep-red states failed as voters in Arkansas, North Dakota and South Dakota rejected ballot measures on the issue. In Maryland and Missouri, voters approved legalization measures.

https://t.co/i1nLkwQWtr https://t.co/yGxAaDgFTL"
22,Howhiapp,,"Arkansas voters rejected a ballot measure to legalize marijuana.

https://t.co/S2dc4pOoo6

4/6"
23,Canaansdad1987,,"Which state approved a ballot measure this week that will legalize recreational marijuana?

Maryland
Arkansas
North Dakota
South Dakota

#scottstriviaAITS"
24,routefifty,"Washington, D.C.","Voters in Maryland and Missouri have approved ballot measures to legalize adult use of recreational marijuana, as similar measures in Arkansas, North Dakota and South Dakota failed. https://t.co/9NFK2SjmLm"
25,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity North Dakota, Arkansas voters say no to legalizing marijuana LITTLE ROCK, Ark. (AP) — Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved https://t.co/78OodoVhay https://t.co/DpFnbDazBb"
26,PlumpRook,North Central Arkansas,"Legalizing recreational marijuana was on the ballot in several states this year, including Arkansas.Despite early polls showing Issue 4, which would legalize recreational marijuana, winning, the initiative failed by 13. It managed to win 2 Trump counties--Washington &amp; Mississippi https://t.co/diGiNB89Ew"
27,JacksonLewisPC,,"Voters in #Maryland and #Missouri approved laws to legalize recreational #marijuana in the #2022Midterms, but recreational marijuana ballot initiatives did not pass in #Arkansas, #NorthDakota and #SouthDakota. Jackson Lewis Principal Kathryn Russo discusses."
28,budbroker_app,South Africa,"Missouri And Maryland Vote To Legalize Recreational Marijuana As Arkansas And The Dakotas Vote No—Here’s How Cannabis Ballot Measures Fared 
 https://t.co/0VmqwWOk0X 
 #forbes #marijuanagrowers"
29,MMPconnection,,"#cannabiscommunity #marijuana #cannabis North Dakota, Arkansas voters say no to legalizing marijuana LITTLE ROCK, Ark. (AP) — Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved https://t.co/HD4M6e0W96 https://t.co/FgsIYFNgtS"
30,EveryBrainMatt,,"The election results on marijuana showed good results..Maryland and Missouri voted to legalize marijuana however North Dakota, South Dakota and Arkansas rejected legalization. Colorado Springs continued to reject marijuana stores in their community.
https://t.co/xGEeVYsa7Q"
31,nprpolitics,"Washington, DC","Voters in Missouri and Maryland approved ballot measures to legalize adult-use recreational marijuana, but similar measures were rejected in Arkansas and both North and South Dakota. https://t.co/fxlW9hI7QI"
32,KOSURadio,Oklahoma,"It was a mixed night for cannabis advocates as measures to legalize adult-use recreational marijuana passed in Maryland and Missouri but were soundly rejected in reliably red Arkansas, North Dakota and South Dakota.

https://t.co/0a36OR2WS5"
33,razorbackndc,📍Reality-Based Universe,"Well, except for Arkansas. Electing Lying @SarahHuckabee over @JonesForAR was bad enough, but they didn't even get the ballot measure to legalize marijuana right. https://t.co/NoA7yQgD9j"
34,DavidManel,"Pittsburgh and Portland, Maine","Interesting results on drug-related ballot measures:
-North Dakota, South Dakota and Arkansas reject legalization of cannabis

-Missouri and Maryland legalize marijuana 

-Colorado decriminalizes the possession and use of certain psychedelic plants and fungi"
35,businesshalausa,us,Missouri And Maryland Vote To Legalize Recreational Marijuana As Arkansas And The Dakotas Vote No—Here’s How Cannabis Ballot Measures Fared https://t.co/ZZNQtjUFtP
36,NYDailyNews,New York / fb.com/nydailynews,"Voters harshed the buzz of pot users in North Dakota, South Dakota and Arkansas when they rejected measures to legalize recreational marijuana
https://t.co/7CytTdtaXj"
37,routefifty,"Washington, D.C.","Voters in Maryland and Missouri have approved ballot measures to legalize adult use of recreational marijuana, as similar measures in Arkansas, North Dakota and South Dakota failed.  https://t.co/9NFK2SjmLm"
38,WBUR,Boston,"It was a mixed election for cannabis advocates as measures to legalize adult-use recreational marijuana passed in Maryland and Missouri but were soundly rejected in reliably red Arkansas, North Dakota and South Dakota. https://t.co/HD9ndpjLA4"
39,An3ita5,United States,"@anitafellows4 Ballot measures that will legalize marijuana are expected to pass in two states and fail in three others, Voters in Arkansas, North Dakota and South Dakota rejected measures that would have allowed certain amounts of cannabis possession and recreational consumption"
40,TIME,,"The push to legalize marijuana for recreational use in deep-red states failed on Tuesday as voters in Arkansas, North Dakota and South Dakota rejected ballot measures on the issue. In Maryland and Missouri, voters approved legalization measures
https://t.co/JXGuAjNION"
41,420growlife,"Riverside, CA","#420friendly #weedlover #thc

#KahliBuds #420GrowLife

Victories in Maryland and Missouri, losses in Arkansas and the Dakotas. Ten years ago, Washington and Colorado became the first states to legalize marijuana for adult use when voters approved ballot … https://t.co/0fbipktEgU"
42,420growlife,"Riverside, CA","#420domme #420friently

#KahliBuds #420GrowLife

Victories in Maryland and Missouri, losses in Arkansas and the Dakotas. Ten years ago, Washington and Colorado became the first states to legalize marijuana for adult use when voters approved ballot measures in 2012. Since the…"
43,vixey_voter,"Oceanside, CA","Jeez. There was a podcast &amp; some guy was saying only dispensaries would benefit from recreational marijauna…not true, Arkansans would benefit from its healing properties of marijauna. But voters rejected to legalize recreational marijuana in Arkansas. Backwards"
44,nprpolitics,"Washington, DC","Voters in Missouri and Maryland approved ballot measures to legalize adult-use recreational marijuana, but similar measures were rejected in Arkansas and both North and South Dakota. https://t.co/mHjYAIXcQ0"
45,DavidCouchAR,"Little Rock, AR",Ballot initiative to legalize recreational marijuana in Arkansas fails https://t.co/wt6qQRnIfH via @ArkAdvocate
46,OddswithGOP,"Portland, Oregon ","Maryland and Missouri voted to legalize recreational marijuana, and similar efforts were defeated in Arkansas, North Dakota and South Dakota. 🥳"
47,cworldreport,"San Francisco, CA","At the midterm elections, voters in Maryland and Missouri chose to accept ballot measures to legalize marijuana for recreational use; while voters in Arkansas, North Dakota, and South Dakota rejected measures put before them to legalize recreational pot. https://t.co/5yOgRxuwWr"
48,USATODAY,"USA TODAY HQ, McLean, Va.","Marijuana appeared on ballots in multiple states this year. In Arkansas, Missouri, Maryland, North Dakota and South Dakota, voters were faced with an option to legalize recreational marijuana for people 21 and older.  
https://t.co/N7OV9L5dXs https://t.co/zUbTUMvh0H"
49,MMPconnect,,"#cannabis #marijuana #thc #cannabiscommunity Campaign for recreational marijuana in Arkansas breaks fundraising records; polls show cracks 
The campaign to legalize recreational marijuana in Arkansas is already the most expensive ballot initiative in https://t.co/WPYVxdmEGm https://t.co/HjyEoGrCfb"
50,nprpolitics,"Washington, DC","Voters in Missouri and Maryland approved ballot measures to legalize adult-use recreational marijuana, but similar measures were rejected in Arkansas and both North and South Dakota. https://t.co/Y8BHJWHNPO"
51,Lessweforget57, USA,"I knew Arkansas wouldn't legalize it for recreational use. It should be made Legal Federally but I don't expect to see it in my Lifetime.
Voters weigh marijuana legalization in states https://t.co/GFEiFh4VEX #FoxNews"
52,errlcup,phoenix az,"The results are in! 

#Missouri ✅️
#Maryland ✅️

#Arkansas ❌️
#South Dakota ❌️
#North Dakota ❌️

Congrats to the newest states to decriminalize adult #cannabis use! 

#marijuana #hemp #cbd #thc #high #stoned #dank #legalize #mmj #azmmj #medicalmarijuana #clone https://t.co/zauMHvuEUH"
53,NotEnuffTech,Worldwide 🌐 ,"CNN PROJECTION: Ballot measures to legalize recreational marijuana use will pass in Maryland and Missouri, and fail in Arkansas, North Dakota and South Dakota.

#Repost @cnnpolitics
📸: Mary Altaffer/AP https://t.co/qrvn0WE66N"
54,SteveKatkovEsq,"Minneapolis, Minnesota","Maryland voters approved legal recreational marijuana on Tuesday, while a similar amendment also gained approval from Missouri voters. However, ballot measures to legalize recreational marijuana failed in Arkansas, SoDak and NoDak. #CannabisNews #CannabisCommunity #LegalizeIt"
55,pogue25,Texas,"Maryland &amp; Missouri become the 20th &amp; 21st states to legalize recreational marijuana usage, while, surprisingly voters in North &amp; South Dakota as well as Arkansas shoot down decriminalization on the ballot. More education needs to happen. 
https://t.co/GAlPRjWXug @NORML https://t.co/8dlKQQ4rkc"
56,theappeal,,"Maryland and Missouri voted to legalize marijuana, and Colorado is poised to decriminalize some psychedelics. In Texas, voters in five cities passed local ordinances to decriminalize weed possession. Legalization measures in Arkansas and the Dakotas appear to have fallen short."
57,JohnSharp99,"Mobile, AL","Marijuana legalization from last night - Missouri, a fairly conservative state (with two major metros that lean left) voted 53% to legalize, while Arkansas (more rural) rejected it with 56% of folks against. South Dakota voters (53% against) also rejected. https://t.co/kssRTSBRhH"
58,KENS5,"San Antonio, Texas",Voters in Arkansas have chosen to not legalize recreational marijuana in the state. https://t.co/whniAocZGI
59,TheRabenGroup,"Washington, DC","Five states had proposals to legalize recreational marijuana in Tuesday’s election. Voters in Maryland and Missouri approved the legalization, while similar proposals were rejected in Arkansas, North Dakota, and South Dakota. https://t.co/djX8Baphks"
60,moonsmitty,"Waterbury, CT","Abortion Rights Win Big; Mixed Results for Ballot Measures on Marijuana, Voting, Slavery https://t.co/IRq671xhSq via @democracynow Meanwhile, voters in Maryland and Missouri voted to legalize recreational marijuana, while similar proposals failed in Arkansas and North Dakota."
61,NonviolenceNY,"New York, NY","🗳 Voters in Maryland and Missouri voted to legalize recreational marijuana, while similar proposals failed in Arkansas and North Dakota. -  democracynow"
62,democracynow,New York,"🗳 Voters in Maryland and Missouri voted to legalize recreational marijuana, while similar proposals failed in Arkansas and North Dakota."
63,noplansmusic,Nirvana,Arkansas gon be the last state in America to legalize marijuana.
64,RosenthalCenter,"New York, NY","""Voters in Maryland and Missouri approved ballot measures to legalize recreational marijuana...but similar efforts were shot down in Arkansas, North Dakota and South Dakota — a mixed result that underscored the varying public attitudes over marijuana use.""
https://t.co/nq6Bor929v"
65,Jane57Lisa,Tampa,"Legalize marijuana ballot initiatives
YES  Maryland, Missouri
NO   North Dakota, Arkansas"
66,rich_hedge_fund,Earth,"Five states had proposals to #legalize recreational #marijuana in Tuesday’s #election. #Voters in #Maryland and #Missouri #approved the #legalization, while similar proposals were rejected in #Arkansas, North #Dakota, and South Dakota. #Congress has also voted to legalize it."
67,coinanthony1,,"Arkansas voters, however, rejected the legalization of marijuana on Election Day, the Associated Press projected. 
North Dakota defeated its ballot measure to legalize marijuana as well."
68,stevethefirst,"Vancouver, PDX, & Beyond.","@NPR Just in time, too. The people living there will need it to deal with living in that state. A shame that voters in Arkansas &amp; the Dakotas rejected their bids to legalize weed as well. People living in those states need recreational marijuana even more so than those in Missouri do."
69,Fleetwing,"Mubarak Al Kabeer, Kuwait","Arkansas
Maryland
Missouri
North Dakota
South Dakota
 
Ballot measures to legalize recreational marijuana use will fail in three states and pass in two, as momentum has grown nationwide to push for lifting penalties once associated…https://t.co/8R5WKrnU6m https://t.co/lgq9fABLL4"
70,Tampa_Joe_813,"Tampa, FL","S/O to Missouri and Maryland residents who voted to legalize recreational Marijuana! 

North Dakota, South Dakota, and Arkansas can get fucked."
71,kolr10kozl,"Springfield, MO","While Missouri voted to legalize recreational marijuana, Arkansas voted against it.

https://t.co/K7kibZADDy"
72,Athens4Cannabis,"Athens,Ga",maryland-votes-to-legalize-recreational-marijuana-as-arkansas-and-north-dakota-vote-no-heres-how-cannabis-ballot-measures-are-faring ⁦@Athens4Cannabis⁩ #love #amazing #beautiful #lifestyle #motivation #business #work #entrepreneur #peace #money #vote https://t.co/gpZw5DolnH
73,CarmenMForman,"Oklahoma City, OK","Two neighboring states voted Tuesday on ballot questions to legalize recreational marijuana. Missouri voters approved recreational pot, while Arkansas voters did not. 
https://t.co/HyUdztQYqx"
74,ABC24Memphis,"Memphis, TN",The Associated Press is reporting that voters in Arkansas have chosen to not legalize recreational marijuana in the state. https://t.co/FvOLg98Eox
75,nwademgaz,Northwest Arkansas,"Arkansas voters rejected a constitutional amendment to legalize recreational marijuana Tuesday night, a resounding defeat for the state's medical cannabis industry that backed the measure and a victory for social conservatives. https://t.co/venEWIZTVr"
76,Veronica2twit1,Clarkston WA,"The push to legalize marijuana for recreational use in deep-red states failed on Tuesday as voters in Arkansas, North Dakota and South Dakota rejected ballot measures on the issue. In Maryland and Missouri, voters approved legalization measures. https://t.co/afsduWWBKp"
77,EllenYChang,"Houston, Texas","What happened Arkansas and North Dakota?!

Missouri And Maryland Vote To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—He... via @forbes https://t.co/rzS6c5KN4B"
78,fayflyer,"Fayetteville, Arkansas","Voters in Arkansas have rejected a proposal to legalize recreational marijuana, but a more liberal proposal could emerge in the next two years. https://t.co/Ap7jjW7LIO"
79,Deschedule420,South Florida,"Mid-term votes to legalize recreational adult-use #marijuana in deep-red states failed on Tuesday, as voters in Arkansas, North Dakota &amp; South Dakota rejected such ballot measures.

But Maryland &amp; Missouri voters approved such adult-use #cannabis measures.
https://t.co/QGDkP9eO25 https://t.co/7vy8PhdNKy"
80,JaxonJackrabbit,"St Paul, MN","Maryland and Missouri voted to legalize marijuana while North Dakota and Arkansas voted against.

Why is it always the states far away from me? &gt;:("
81,heimolepuschitz,Wien,"Auch interessant: The push to legalize marijuana for recreational use failed as voters in Arkansas, North Dakota and South Dakota rejected ballot measures on the issue. In Maryland and Missouri, voters approved legalization measures. #Midterms2022 https://t.co/FT7NyCGXF2"
82,TownyMontana,Scarface,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/mWBXXsQl2h"
83,Beanz114,Arkansas,"once again, #Arkansas could not come together to legalize marijuana 😿😿😿😿"
84,TheYoungTimpani,Arkansas. ,"A while back, Arkansas lost out on quite a bit of money by failing to legalize medical marijuana when Oklahoma did. It looks like we enjoyed that game so much, we signed up for a second round."
85,MinnCityMN,Minnesota,"Fox News : North Dakota, Arkansas voters strike down measures to legalize recreational marijuana https://t.co/yDENZyzURP"
86,ia_diego,mexico ,"CNN: Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/sSYvz4WZbh (via https://t.co/lgfjwGQ43e )"
87,xrandomshoutout,"West Hollywood, CA","CNN: Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/oXSX3tnIK5"
88,ViralCuts,,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/wi1v5Ykdes"
89,MichaelJElston,Tampa Bay Area,Maryland &amp; Missouri have voted to legalize recreational marijuana. That effort failed in Arkansas &amp; North Dakota.
90,gl0bal_feed,,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missou... —CNN International
https://t.co/dv7x7FiXqU"
91,ArkBusiness,Little Rock,"Arkansas Voters Reject Recreational Marijuana, While Maryland and Missouri Vote to Legalize https://t.co/2qogax5LFZ https://t.co/8sajvNOnTS"
92,cnni,Everywhere,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/uNIQTxuuK5"
93,CNNPolitics,"Washington, DC","Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/fEXVWltYGM"
94,TownyMontana,Scarface,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/mWBXXsyJDH"
95,cannaSWAGBox,,"cannaNEWS: Congrats to Maryland &amp; Missouri for voting to legalize cannabis!  Sorry Arkansas, North &amp; South Dakota. Hopefully in the next election it'll pass.
#Mmemberville #CannabisCommunity #420life #420friendly #cannaswag #marijuana #weedlife #STONER #stoners #cannafact"
96,TownyMontana,Scarface,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/mWBXXsQSRP"
97,CNN,,"Ballot measures to legalize recreational marijuana use will fail in Arkansas, North Dakota and South Dakota, and pass in Maryland and Missouri, CNN projects https://t.co/bMKApOc3Aq"
98,newsworldpress,,"North Dakota, Arkansas voters strike down measures to legalize recreational marijuana - Newsworldpress @ https://t.co/MHIUpLyvsd https://t.co/dnPc7bnW6i"
99,HowdyGordie,USA,"Voters in Maryland and Missouri voted to legalize marijuana for recreational use. Voters in North Dakota, South Dakota and Arkansas voted to keep it illegal. https://t.co/VzASTamET9"
100,cfishman,"Washington, DC","Five states had ballot issues on whether to legalize marijuana use.

Two states approved it…

Maryland
Missouri

In 3 states voters rejected legalizing marijuana for personal use…

Arkansas
N. Dakota
S. Dakota

https://t.co/I88jl9OOJq"
101,miweintraub83,"Bogotá, D.C., Colombia","Seems like Maryland and Missouri vote to legalize recreational marijuana, while Arkansas, North Dakota, and South Dakota reject that possibility.

https://t.co/FZMmHIgrQZ https://t.co/Aq0fcJJNrY"
102,scottlo93047584,,Maryland Votes To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—Here’s How Cannabis Ballot Measures Are Faring https://t.co/sv3WcMfH4B
103,oregonrooted,"Oregon, USA",Arkansas voters rejected a ballot measure to legalize marijuana. https://t.co/8Xfrx3gjfi
104,Flower_Power_67,,"Maryland &amp; Missouri Vote to Legalize Marijuana
Arkansas &amp; North Dakota Vote against Legalization of Marijuana
https://t.co/yAlabPYtq5"
105,businesshalausa,us,Missouri And Maryland Vote To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—Here’s How Cannabis Ballot Measures Are Faring https://t.co/qjvVuwHtmY
106,icrossdavid,,"Missouri And Maryland Vote To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—Here’s How Cannabis Ballot Measures Are Faring https://t.co/xg9xDNz3hS 
.
.
.
.
.
#binaryoptions #bitcoin #bitcoinmining #blockchain #btc #crypto #cryptocurrencies #cryptocurrency…"
107,FastNewsWorld2,,"North Dakota, Arkansas electorate strike down measures to legalize leisure marijuana https://t.co/mKiHmGYE8W"
108,QuEeNMeRaNdA,"Fort Worth, TX","As a former resident of Arkansas, I can say I'm surprised they didn't legalize marijuana. The state government should just legalize it themselves and reap the rewards of 10% tax. The schools could use some updating, as could the roads. https://t.co/VnYUZjGrZK"
109,dopobej328,,Missouri and Maryland Vote to Legalize Recreational Marijuana While Arkansas and North Dakota Vote No — Here’s How Cannabis Voting Measures Are Going https://t.co/KzLVDTMDge
110,EUhealt,Brooklyn NY,Maryland Votes To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—Here’s How Cannabis Ballot Measures Are Faring https://t.co/Crte3LPcWZ
111,jacob_fischler,"Portland, OR","Arkansas and North Dakota voters rejected ballot measures to legalize marijuana. Very rare for these referenda to lose.

Here's the @ArkAdvocate story on the Arkansas vote.

https://t.co/LMXQOUErmW"
112,TIME,,"The push to legalize marijuana for recreational in deep-red states failed as voters in Arkansas and North Dakota rejected ballot measures on the issue. A majority of voters in South Dakota also looked poised to vote down legalization #Election2022 
https://t.co/Ac98Bjggq3"
113,politic_talks,,"North Dakota, Arkansas voters strike down measures to legalize recreational marijuana https://t.co/jeSnH7IUoq  - @politic_talks #Politics #Political"
114,PoliticalCrapp1,,"North Dakota, Arkansas voters strike down measures to legalize recreational marijuana https://t.co/ZaNMltpqCA"
115,kylejaeger,"Sacramento, California","Big night!

Maryland and Missouri became the 20th &amp; 21st states to legalize marijuana for adult use. 

Arkansas, North Dakota and South Dakota voters rejected legalization initiatives. 

Still waiting for a final call on Colorado, where psychedelics reform is narrowly ahead."
116,Daily_News_Off,Etats-Unis,"North Dakota, Arkansas voters strike down measures to legalize recreational marijuana
#123INFO
https://t.co/Ds9i0tCoFZ"
117,AndyVermaut,"Diksmuide, België","Andy Vermaut shares:North Dakota, Arkansas voters strike down measures to legalize recreational marijuana: The proposals to legalize recreational marijuana in North Dakota and… https://t.co/pjvt8wrDZV Thank you. #ThankYouJournalistsForTheNewsWeGetFromYou #AndyVermautThanksYou https://t.co/VIFwYSNJKk"
118,Global_Courant,,"North Dakota, Arkansas voters strike down measures to legalize recreational marijuana
https://t.co/2n1wfLCQeE"
119,foxnewspolitics,"Washington, D.C.","North Dakota, Arkansas voters strike down measures to legalize recreational marijuana https://t.co/RNppdGKv4s"
120,HLStockenstrom,"England, United Kingdom",Maryland Votes To Legalize Recreational Marijuana As Arkansas And North Dakota Vote No—Here’s How Cannabis Ballot Measures Are Faring - Forbes https://t.co/hkE2NycNOB
121,btcnasia,,"Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved legalization. Similar measures also were on the ballot in Missouri and South Dakota. https://t.co/ogIucPjxw4 @AP"
122,The_Real_Fly,United States,"Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved legalization"
123,AP,Global,"Voters in North Dakota and Arkansas have rejected measures to legalize marijuana, while those in Maryland have approved legalization. Similar measures also were on the ballot in Missouri and South Dakota. https://t.co/V04JRGri3H"
124,AwutarMedia,"Washington, USA",Arkansas and North Dakota refuse to legalize marijuana https://t.co/emMHgCV924
125,GrantSwanson88,"Chicago, IL",Voters in Arkansas have defeated a ballot measure that would have made the state the first in the Deep South to legalize recreational marijuana.
126,Ainvest_Wire,New York,"Arkansas rejects proposal to legalize marijuana - BNO News
#Ainvest #Ainvest_Wire #investor #shareholders #Markets 
View more: https://t.co/lTXh1dzMi0 https://t.co/gSpKaWn7IW"
127,purdy44,"Lac Seul 28, Ontario","@PopCrave Why legalize marijuana when we already have meth and fentanyl?
- Arkansas"
128,themaxburns,New York,"Maryland and Missouri on track to legalize marijuana, while North Dakota, South Dakota and Arkansas are on track to reject legalization."
129,AnalyzeEducate,,Arkansas has rejected a constitutional amendment to legalize marijuana.
130,PopCrave,"Miami, FL",Arkansas voters reject amendment that would legalize recreational marijuana use. https://t.co/hmYE5Czgnn
131,ArkansasOnline,"Little Rock, AR",BREAKING: Arkansas voters have rejected an amendment that would legalize recreational marijuana. Details » #arpx https://t.co/C3swoAEt2E
